,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
2568,Inzpira,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,"Raj Nair, Gopinath Latpate",Education,2021.0,"Rohith Namboothiri, Sruthy Ramesh"
2569,Defy,,5500000.0,Bangalore,Building India's first social crypto exchange,2021,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",Financial Services,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar"
2570,Mindhouse,Seed,6000000.0,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,"Binny Bansal, General Catalyst",Healthcare & Life Sciences,2019.0,"Pooja Khanna, Pankaj Chaddah"
2571,Homversity,,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,Undisclosed,Real Estate,2017.0,Saurav Kumar Sinha
2572,Toppersnotes,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,Inflection Point Ventures,Education,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal"
2573,NoBroker.com,Series E,2100000.0,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,"General Atlantic, Tiger Global, Moore Strategic Ventures",Real Estate,2014.0,"Akhil Gupta, Amit, Saurabh"
2574,Haber,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2021,Ascent Capital,Manufacturing,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN"
2575,True Balance,,30000000.0,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",Financial Services,2014.0,Cheolwon Lee
2576,Recordent,,400000.0,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",Financial Services,2018.0,Winny Patro
2577,Koparo,Seed,700000.0,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",Consumer Goods,2020.0,Simran Khara
2578,Indifi,,40000000.0,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",Financial Services,2015.0,Alok Mittal
2579,Settl,Seed,500000.0,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,"ah! Ventures, We Founder Circle",Real Estate,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy"
2580,Park+,Series B,25000000.0,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,"Sequoia Capital, Matrix Partners",IT & Technology,2019.0,Amit Lakhotia
2581,Simple Energy,Pre-series,21000000.0,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,Undisclosed,Manufacturing,2019.0,Suhas Rajkumar
2582,Dream Sports,,840000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",Sports,2008.0,Harsh Jain
2583,Spinny,Series E,248000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,"Abu Dhabi Growth Fund, Tiger Global",Manufacturing,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur"
2584,Rentomojo,,10000000.0,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,"Accel, Bain Capital",Consumer Goods,2014.0,Geetansh Bamania
2585,Slice,Series B,220000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,"Tiger Global, Insight Partners",Financial Services,2015.0,"Rajan Bajaj, Siva Kumar Tangudu"
2586,21K School,Pre-series A,5000000.0,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,Ronnie Screwvala,Education,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar"
2587,Adda247,Series B,20000000.0,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,WestBridge Capital,Education,2016.0,"Anil Nagar, Saurabh Bansal"
2588,Loop Health,,12000000.0,Pune,India's first health insurance with unlimited primary care for employees.,2021,"Elevation, General Catalyst",Healthcare & Life Sciences,2018.0,"Amrit Singh, Mayank Kale"
2589,Rupifi,Debt,1000000.0,Bangalore,Embedded Lending for Small Businesses,2021,Alteria Capital,Financial Services,2020.0,"Jawaid Iqbal, Dhruv Bhushan"
2590,RENEE Cosmetics,Pre-series A,1500000.0,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,"Equanimity Ventures, 9Unicorns",Consumer Goods,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble"
2591,Svish,Seed,400000.0,Gurugram,D2C personal hygiene startup,2021,Nueva,Consumer Goods,2020.0,"Ishan, Jaideep Mahajan"
2592,Progcap,Series C,30000000.0,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,Tiger Global,IT & Technology,2016.0,"Pallavi Shrivastava, Himanshu Chandra"
2593,Smartstaff,,4300000.0,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,"Blume Ventures, Nexus Venture Partners",Business Services,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy"
2594,D’Moksha Homes,Seed,570000.0,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,"Apoorva Sharma, The Chennai Angels, Karthik Bhat",Manufacturing,2020.0,"Nimisha, Manav Dhanda"
2595,ANS Commerce,Pre-series A,2200000.0,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,"Gokul Rajaram, Venture Catalysts",Retail,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri"
2596,Mobileware Technologies,,4700000.0,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,Kvanto Payment Services,IT & Technology,2008.0,"Amitabh Kanekar, Satyajit Kanekar"
2597,GramCover,Series A,7000000.0,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,"Siana Capital, Inflexor Ventures, Stride Ventures",Financial Services,2016.0,Dhyanesh Bhatt
2598,BYJU'S,,300000000.0,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,"Oxshott Capital Partners, XN Exponent, Edelweiss",Education,2011.0,"Byju Raveendran, Divya Gokulnath"
2599,Hyperface,,1300000.0,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,"Kunal Shah, Better Capital",IT & Technology,2021.0,"Ramanathan RV, Aishwarya Jaishankar"
2600,Licious,Series G,52000000.0,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,Undisclosed,Consumer Goods,2015.0,"Vivek Gupta, Abhay"
2601,Chalo,Series C,40000000.0,Mumbai,India’s #1 bus transport technology company.,2021,"Lightrock India, Filter Capital",Transportation & Logistics,2014.0,"Vinayak Bhavnani, Mohit Dubey"
2602,Kaar Technologies,,4000000.0,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,BlackSoil,IT & Technology,2005.0,Maran Nagarajan
2603,Kissan Pro,,3500000.0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,EKKI,Agriculture,2021.0,Ravi Dasoundhi
2604,Sunstone Eduversity,Series B,28000000.0,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,WestBridge Capital,Education,2011.0,"Ashish Munjal, Piyush Nangru"
2605,Ozonetel,Series A,5000000.0,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,Stakeboat Capital,IT & Technology,2007.0,"CSN Murthy, Atul Sharma"
2606,CoinSwitch Kuber,Series C,260000000.0,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,"Coinbase Ventures, Andreessen Horowitz",Financial Services,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari"
2607,Pazcare,Seed,3500000.0,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,"BEENEXT, 3one4 Capital",Financial Services,2020.0,"Sanchit Malik, Manish Mishra"
2608,kWh Bikes,Seed,2000000.0,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,"Let’s Venture, Better Capital",Manufacturing,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya"
2609,IBSFINtech,Pre-series A,1000000.0,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,Undisclosed,IT & Technology,2006.0,"C M Grover, TM Manjunath"
2610,LeadSquared,,3500000.0,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,International Finance Corporation,IT & Technology,2011.0,Nilesh Patel
2611,Phool.co,,3500000.0,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",Energy,2017.0,Ankit Agarwal
2612,Twin Health,Series C,140000000.0,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",Healthcare & Life Sciences,2018.0,Jahangir Mohammed
2613,Trica,Seed,3000000.0,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,LetsVenture,Financial Services,2021.0,Nimesh Kampani
2614,mHealth,Seed,3500000.0,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,India Accelerator,Healthcare & Life Sciences,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg"
2615,Rebel Foods,Series F,175000000.0,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,Qatar Investment Authority,Food & Beverages,2011.0,"Jaydeep Barman, Kallol Banerjee."
2616,ProfitWheel,Seed,3000000.0,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",Business Services,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna"
2617,Log 9 Materials,,2000000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,Petronas Ventures,Manufacturing,2014.0,Akshay Singhal
2618,Chingari,,19000000.0,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,Solana,Media & Entertainment,2018.0,Sumit Ghosh
2619,Ishitva,Pre-series A,1000000.0,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,Inflection Point Ventures,IT & Technology,2018.0,Jitesh Dadlani
2620,Ola Electric,,200000000.0,Bangalore,Sustainability for the future.,2021,"Falcon Edge, Softbank",Manufacturing,2017.0,Bhavish Aggarwal
2621,leap.club,Pre-series A,810000.0,Gurugram,A community-led professional network for women,2021,"Enzia Ventures, Kunal Shah",Business Services,2014.0,"Ragini Das, Anand Sinha"
2622,F5,Pre-series A,600000.0,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,Auxano Capital,Retail,2018.0,"Raghav Arora, Lalit Aggarwal"
2623,ForeignAdmits,Seed,400000.0,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,Unicorn India Ventures,Education,2018.0,"Nikhil Jain, Ashwini Jain"
2624,SALT,Pre-seed,500000.0,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,"Prashant Pansare, Supermorpheus",Financial Services,2019.0,"Ankit Parasher, Udita Pal"
2625,EarnWealth,Pre-series A,500000.0,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,Undisclosed,Financial Services,2014.0,Rajesh P Nair
2626,Visit Health,,7500000.0,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,Docprime Technologies,Healthcare & Life Sciences,2015.0,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand"
2627,Crater.Club,Seed,700000.0,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,LC Nueva AIF,Media & Entertainment,2020.0,"Vignesh Prasad, Vivan Puri"
2628,NFTically,Seed,1000000.0,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,"Nitish Mittersain, Gaurav Munjal",IT & Technology,2021.0,Toshendra Sharma
2629,ReshaMandi,Series A,30000000.0,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,"9Unicorns, Venture Catalysts, Sandeep Singhal",Business Services,2020.0,Utkarsh Apoorva
2630,Zetwerk,,600000000.0,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,TradeCred,Manufacturing,2018.0,Amrit Acharya
2631,Hubilo,Series B,125000000.0,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,Alkeon Capital,IT & Technology,2020.0,"Mayank Agarwal, Vaibhav Jain"
2632,M2P Fintech,Series C,35000000.0,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,Tiger Global,Financial Services,2015.0,Madhusudanan R
2633,Open Financial Technologies,Series C,90000000.0,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,"Temasek, Google, SBI Investment",Financial Services,2017.0,Anish Achuthan
2634,Niro,Seed,3500000.0,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,Elevar Equity,Financial Services,2021.0,"Aditya Kumar, Sankalp Mathur"
2635,Wiingy,,400000.0,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,Aroa Ventures,Education,2021.0,Asit Biswal
2636,CarDekho,Series E,250000000.0,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,Undisclosed,Manufacturing,2008.0,"Amit Jain, Anurag Jain"
2637,Melorra,,24000000.0,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,"9Unicorns, Symphony International Holdings Limited, Value Quest",Retail,2015.0,Saroja Yeramili
2638,AnKa SumMor,Pre-series A,1000000.0,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,Inflection Point Ventures,Business Services,2017.0,"Rajiv Joshi, Ashok George"
2639,Toch.ai,Series A,11000000.0,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,Undisclosed,IT & Technology,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil"
2640,Playto Labs,Seed,500000.0,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,Inflection Point Ventures,Education,2021.0,Pavan Ponnaganti
2641,Fraazo,Series B,50000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,WestBridge Capital,Consumer Goods,2020.0,"Atul Kumar, Aashish Krishnatre"
2642,Arcana,,2300000.0,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,"Republic Crypto, Woodstock, DCG, Sahil Lavingia",IT & Technology,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary"
2643,FloCareer,Series A,5700000.0,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021,Data Point Capital,IT & Technology,2018.0,"Mohit Jain,  Mehul Bhatt"
2644,Nap Chief,Seed,200000.0,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,Titan Capital,Consumer Goods,2019.0,Raghav Gupta
2645,AcknoLedger,Seed,1500000.0,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",Financial Services,2021.0,Yash Dahenkar
2646,ApplicateAI,Series A,30000000.0,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,Undisclosed,IT & Technology,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar"
2647,VLCC Health Care,,4000000.0,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,Undisclosed,Healthcare & Life Sciences,1989.0,Vandana Luthra
2648,Duroflex,,60000000.0,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,Norwest Venture Partners,Consumer Goods,1963.0,P. C. Mathew
2649,Aviom India,Series C,8000000.0,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,Sabre Partners,Financial Services,2016.0,Kajal Ilmi
2650,Onato,,2200000.0,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,"Vertex Ventures, Omnivore",IT & Technology,2021.0,"Vedant Katiyar, Ashish Jindal"
2651,Mestastop Solutions,,100000.0,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,CIIE.CO,Healthcare & Life Sciences,2018.0,Dr Arnab Roy Chowdhury
2652,SaaS Labs,Series A,17000000.0,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,"Base 10 Partners, Eight Roads Ventures",IT & Technology,2016.0,Gaurav Sharma
2653,Devnagri,Seed,600000.0,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,"enture Catalyst, IPV",Business Services,2017.0,"Nakul Kundra, Himanshu Sharma"
2654,CRED,Series E,250000000.0,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,"Tiger Global, Falcon Edge",Financial Services,2018.0,Kunal Shah
2655,ConveGenius,Pre-seed,5000000.0,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,"BAce Capital, Heritas Capital, 3Lines Venture Capital",Education,2013.0,"Jairaj Bhattacharya, Shashank Pandey"
2656,Totality,,1000000.0,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,"Leo Capital, Mayfield Fund",Media & Entertainment,2017.0,Anshul Rustaggi
2657,CredAble,Series B,30000000.0,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,"Plutus Wealth, Oaks Asset Management",Financial Services,2017.0,Nirav Choksi
2658,MarketWolf,Seed,5500000.0,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,"Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",Financial Services,2017.0,"Vishesh Dhingra, Thomas Joseph"
2659,Wondrlab,Pre-series A,7000000.0,Mumbai,India's largest platform-first martech startup,2021,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",Business Services,2020.0,Saurabh Varma
2660,SUN Mobility,,50000000.0,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,Vitol,Manufacturing,2017.0,Chetan Maini
2661,Tamasha,Pre-series A,3000000.0,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,Chiratae Ventures,Media & Entertainment,2020.0,"Saurabh Gupta, Siddharth Swarnkar"
2662,Revfin,Pre-series A,4000000.0,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,"Ruchirans Jaipuria, Rishi Kajaria",Financial Services,2017.0,Sameer Aggarwal
2663,Yu Foodlabs,Pre-series A,1000000.0,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,"Manish Choksi, Varun Vakil",Consumer Goods,2020.0,"Bharat Bhalla, Varun Kapur"
2664,MergerDomo,,500000.0,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,Nadir B Godrej,Financial Services,2018.0,Hormazd Charna
2665,FarMart,Series A,10000000.0,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,Matrix Partners India,Agriculture,2015.0,"Alekh Sanghera, Mehtab Singh Hans"
2666,Questt,Series A,6750000.0,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,Celesta Capital,Education,2020.0,"Akhil, Mohsin M, Rohit Pande"
2667,IDfy,Series D,10000000.0,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,"TransUnion, Blume Ventures",IT & Technology,2011.0,Ashok Hariharan
2668,ClearDekho,Pre-series A,4000000.0,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,Aroa Ventures,Retail,2016.0,"Saurabh Dayal, Shivi Singh"
2669,BookingJini,Pre-series A,1200000.0,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,Mumbai Angels Network,Travel & Tourism,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra"
2670,Sourcewiz,Seed,3000000.0,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,"Blume, Alpha Wave Incubation",IT & Technology,2021.0,"Divyaanshu Makkar, Vikas, Mayur"
2671,Tvasta,,400000.0,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,Habitat for Humanity International,Manufacturing,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain"
2672,Kafqa Academy,Seed,1300000.0,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,"Global Founders Capital, Enzia Ventures, Better Capital",Education,2021.0,Shariq Plasticwala
2673,Trell,,100000000.0,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,Amazon,Retail,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba"
2674,Storia,Series A,6000000.0,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,Sixth Sense Ventures,Consumer Goods,2016.0,Vishal Shah
2675,Clear,Series C,75000000.0,Bangalore,India’s leading FinTech SaaS platform,2021,"Kora Capital, Stripe, Alua Capital",IT & Technology,2011.0,"Archit Gupta, Srivatsan Chari"
2676,Groww,Series E,250000000.0,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,Iconiq Growth,Financial Services,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh"
2677,The Indus Valley,,1100000.0,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,"Rukam Capital, DSG Consumer Partners, The Chennai Angels",Consumer Goods,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar"
2678,BharatPe,,10000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,MAS Financial Services,Financial Services,2018.0,"Ashneer Grover, Shashvat Nakrani"
2679,Teachmint,Series B,78000000.0,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,"Rocketship.vc, Vulcan Capital",Education,2020.0,"Divyansh Bordia, Mihir Gupta"
2680,Porter,Series E,100000000.0,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,"Tiger Global, Vitruvian Partners",Transportation & Logistics,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary"
2681,O4S,Series A,6000000.0,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,"Think Investments, Venture Highway",IT & Technology,2017.0,"Divay Kumar, Shreyans Sipani"
2682,Wobb,Pre-seed,200000.0,Gurugram,The platform for marketers to find and work with influencers,2021,"Alok Kohli, Sanjeev Bhargava",Business Services,2020.0,Ishan Jindal
2683,BASIC Home Loan,Series A,3500000.0,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,"Venture Catalysts, Gruhas Proptech",Financial Services,2020.0,"Atul Monga, Kalyan Josyula"
2684,Siply,Pre-series A,3200000.0,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,"LetsVenture, AngelList India, Founder's Room Circle",Financial Services,2020.0,"Sousthav Chakrabarty, Anil Bhat"
2685,BankSathi,,500000.0,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,"Dinesh Godara, Anuj Ahuja, Aditya",Financial Services,2020.0,Jitendra Dhaka
2686,Gramophone,,10000000.0,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,Z3Partners,Agriculture,2016.0,"Tauseef Khan, Harshit Gupta"
2687,Healofy,Series B,6000000.0,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,"Celesta Capital, Omidyar Network India",Healthcare & Life Sciences,2016.0,"Gaurav Aggarwal, Shubham Maheshwari"
2688,E42,Series A,5400000.0,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,Pavestone Ventures,IT & Technology,2012.0,"Animesh Samuel, Sanjeev Menon"
2689,Spottabl,Seed,400000.0,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,"LetsVenture, Paradigm Shift VC, Binny Bansal",Business Services,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari"
2690,DeHaat,Series D,115000000.0,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,"Sofina, Lightrock India, Temasek",IT & Technology,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar"
2691,Shumee,,3500000.0,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,Dia Mirza,Retail,2014.0,Meeta Sharma Gupta
2692,Zolve,Series A,40000000.0,Bangalore,World's first cross-border Neobank,2021,DST Global,Financial Services,2020.0,Raghunandan G
2693,Instoried,,8000000.0,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,"Pritt Investment Partners, 9Unicorns",IT & Technology,2018.0,Sharmin Ali
