,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
0,TheCollegeFever,Seed funding,250000.0,Bangalore,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",2018,Undisclosed,Marketing,2018.0,
1,Happy Cow Dairy,Seed funding,584709.0,Mumbai,A startup which aggregates milk from dairy farmers in rural Maharashtra.,2018,Undisclosed,Agriculture,2018.0,
2,MyLoanCare,Series A,950153.0,Gurugram,Leading Online Loans Marketplace in India,2018,Undisclosed,Marketing,2018.0,
3,PayMe India,Seed funding,2000000.0,Noida,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,2018,Undisclosed,FinTech,2018.0,
4,Eunimart,Seed funding,567354.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2018,Undisclosed,Consumer Services,2018.0,
5,Hasura,Seed funding,1600000.0,Bangalore,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",2018,Undisclosed,IT & Technology,2018.0,
6,Tripshelf,Seed funding,233883.0,Kalkaji,Tripshelf is an online market place for holiday packages.,2018,Undisclosed,Hospitality,2018.0,
7,Hyperdata.IO,Seed funding,730887.0,Hyderabad,Hyperdata combines advanced machine learning with human intelligence.,2018,Undisclosed,Marketing,2018.0,
8,Freightwalla,Seed funding,567354.0,Mumbai,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,2018,Undisclosed,IT & Technology,2018.0,
9,Microchip Payments,Seed funding,567354.0,Bangalore,Microchip payments is a mobile-based payment application and point-of-sale device,2018,Undisclosed,Finance,2018.0,
10,BizCrum Infotech Pvt. Ltd.,Seed funding,567354.0,Delhi,Building Transactionary B2B Marketplaces,2018,Undisclosed,Consumer Services,2018.0,
11,Emojifi,Seed funding,567354.0,Bangalore,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",2018,Undisclosed,IT & Technology,2018.0,
12,Flock,Seed funding,567354.0,India,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,2018,Undisclosed,Media/Entertainment,2018.0,
13,Freshboxx,Seed funding,567354.0,Hubli,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",2018,Undisclosed,Consumables,2018.0,
14,Wide Mobility Mechatronics,Seed funding,567354.0,Bangalore,Wide Mobility Mechatronics is a Private Company limited by Shares,2018,Undisclosed,Automotive,2018.0,
15,Pitstop,Seed funding,1461774.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2018,Undisclosed,Automotive,2018.0,
16,Mihuru,Seed funding,150000.0,Mumbai,Mihuru is an online platform which gives micro loans for air travel .,2018,Undisclosed,Logistics,2018.0,
17,Fyle,Seed funding,1100000.0,Bangalore,Fyle is an intelligent expense management platform for enterprises.,2018,Undisclosed,Logistics,2018.0,
18,AppWharf,Seed funding,567354.0,Delhi,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,2018,Undisclosed,IT & Technology,2018.0,
19,Antariksh Waste Ventures Pvt ltd,Seed funding,7308.0,Chennai,Waste Management for Smart Cities,2018,Undisclosed,IT & Technology,2018.0,
20,Cogoport,Series A,6000000.0,Mumbai,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,2018,Undisclosed,Logistics,2018.0,
21,PaisaDukan,Seed funding,650000.0,Mumbai,A P2P lending marketplace platform,2018,Undisclosed,Finance,2018.0,
22,Sleepy Owl Coffee,Seed funding,511621.0,Delhi,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",2018,Undisclosed,Consumables,2018.0,
23,BlueJack,Seed funding,935535.0,Delhi,Delhi-based online used vehicles marketplace.,2018,Undisclosed,Automotive,2018.0,
24,PregBuddy,Seed funding,567354.0,Bangalore,PregBuddy is a smart connected care platform for expecting mothers.,2018,Undisclosed,Automotive,2018.0,
25,AgNext Technologies,Series A,567354.0,Mohali,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,2018,Undisclosed,Agriculture,2018.0,
26,Pando,Seed funding,2000000.0,Chennai,A startup which digitizes logistics operations for Fortune 500 companies.,2018,Undisclosed,Logistics,2018.0,
27,Mintifi,Seed funding,2000000.0,Mumbai,Online lending startup based in Mumbai.,2018,Undisclosed,Finance,2018.0,
28,Carcrew,Seed funding,2000000.0,Mumbai,India's Online Auto Repair Marketplace,2018,Undisclosed,Automotive,2018.0,
29,NicheAI,Seed funding,567354.0,Hyderabad,Early stage Artificial Intelligence (AI) start up.,2018,Undisclosed,IT & Technology,2018.0,
30,Chariot Tech,Seed funding,292354.0,Delhi,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,2018,Undisclosed,IT & Technology,2018.0,
31,Ideal Insurance Brokers/ 121Policy.com,Seed funding,1000000.0,Kolkata,Ideal Insurance Broking is one of the leaders in insurance broking domain.,2018,Undisclosed,Finance,2018.0,
32,Loanzen,Seed funding,567354.0,Bangalore,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,2018,Undisclosed,Finance,2018.0,
33,Mojro Technologies,Seed funding,650000.0,Bangalore,Mojro envisions to be the world's largest technology-enabled logistics platform.,2018,Undisclosed,Logistics,2018.0,
34,Elemential,Seed funding,1000000.0,Mumbai,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",2018,Undisclosed,IT & Technology,2018.0,
35,Loadshare,Series A,5000000.0,Bangalore,LoadShare is India’s fastest growing logistics company,2018,Undisclosed,Automotive,2018.0,
36,Yumlane,Series A,4000000.0,Mumbai,Food startup Yumlane operated by QwikPik Technology,2018,Undisclosed,Consumables,2018.0,
37,Kriger Campus,Seed funding,438532.0,Delhi,A Education Start Up.,2018,Undisclosed,Education,2018.0,
38,Pipa+Bella,Series A,1000000.0,Mumbai,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,2018,Undisclosed,Consumer Services,2018.0,
39,Kaleidofin,Seed funding,2800000.0,Chennai,A fintech platform.,2018,Undisclosed,Finance,2018.0,
40,Chakr Innovation,Seed funding,567354.0,Delhi,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,2018,Undisclosed,Energy,2018.0,
41,IndigoLearn,Seed funding,150000.0,Hyderabad,India's the premier education destination catering to the needs of aspiring students of the CA community.,2018,Undisclosed,Education,2018.0,
42,UClean,Seed funding,584709.0,India,UClean is a tech enabled laundry service provider.,2018,Undisclosed,Energy,2018.0,
43,Coutloot,Seed funding,1000000.0,Mumbai,The Fashion Re-commerce platform.,2018,Undisclosed,Lifestyle,2018.0,
44,Letstrack,Seed funding,1700000.0,Delhi,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",2018,Undisclosed,IT & Technology,2018.0,
45,Pooltoo,Seed funding,567354.0,Delhi,Pooltoo offers a premium ride sharing platform.,2018,Undisclosed,Logistics,2018.0,
46,Finzy,Seed funding,1300000.0,Bangalore,finzy is the premier peer to peer lending solution in India.,2018,Undisclosed,Finance,2018.0,
47,Fitternity,Seed funding,2000000.0,Mumbai,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,2018,Undisclosed,Automotive,2018.0,
48,Keito,Seed funding,567354.0,Pune,Building an Intelligent Digital Assistant.,2018,Undisclosed,IT & Technology,2018.0,
49,Tolet for Students,Seed funding,73088.0,Jodhpur,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",2018,Undisclosed,Hospitality,2018.0,
50,Chai Kings,Seed funding,292354.0,Chennai,Chai Kings is a tea retail chain,2018,Undisclosed,Consumables,2018.0,
51,Dainik Jagran,Seed funding,584709.0,Kanpur,Dainik Jagran is a media and communications group.,2018,Undisclosed,Media/Entertainment,2018.0,
52,Playtoome,Seed funding,292354.0,Bangalore,Playtoome is a live entertainment destination,2018,Undisclosed,Media/Entertainment,2018.0,
53,ONGO Framework,Seed funding,1000000.0,Hyderabad,ONGO Framework is a B2B IT and digital solution provider.,2018,Undisclosed,E-Commerce,2018.0,
54,Notesgen,Seed funding,182721.0,Delhi,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,2018,Undisclosed,Education,2018.0,
55,Arogya MedTech,Seed funding,219266.0,Kolkata,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,2018,Undisclosed,Automotive,2018.0,
56,Propshop24,Seed funding,500000.0,Mumbai,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",2018,Undisclosed,E-Commerce,2018.0,
57,myUpchar,Series A,5000000.0,Delhi,To bring health issues to people in their language.,2018,Undisclosed,Automotive,2018.0,
58,MissMalini Entertainment,Seed funding,1520245.0,Mumbai,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",2018,Undisclosed,Media/Entertainment,2018.0,
59,Rooter,Seed funding,657798.0,India,Rooter is a mobile-based platform,2018,Undisclosed,Gaming,2018.0,
60,ZestMoney,Series A,13400000.0,Bangalore,Zest is India's first completely automated consumer digital lending platform.,2018,Undisclosed,FinTech,2018.0,
61,alphaics Corporation,Seed funding,567354.0,Bangalore,Advancing AI compute,2018,Undisclosed,IT & Technology,2018.0,
62,MyDentistChoice,Seed funding,500000.0,Hyderabad,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,2018,Undisclosed,Automotive,2018.0,
63,Sattviko,Seed funding,567354.0,Delhi,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,2018,Undisclosed,Consumables,2018.0,
64,Sensibull,Seed funding,365443.0,Bangalore,Investment Management Platform,2018,Undisclosed,E-Commerce,2018.0,
65,Bombay Shaving Company,Series A,567354.0,Delhi,Bombay Shaving Company is a Men's grooming startup,2018,Undisclosed,Consumer Services,2018.0,
66,MedCords,Seed funding,385908.0,Pune,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,2018,Undisclosed,Wellness/Beauty,2018.0,
67,University Living,Seed funding,567354.0,Delhi,University Living is an online global student housing marketplace.,2018,Undisclosed,Education,2018.0,
68,&ME,Seed funding,567354.0,Bangalore,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,2018,Undisclosed,Consumables,2018.0,
69,Enakshi,Seed funding,116941.0,Ahmedabad,Enakshi is an online apparel brand for women.,2018,Undisclosed,Lifestyle,2018.0,
70,Ultraviolette Automotive,Series A,877.0,Bangalore,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,2018,Undisclosed,Energy,2018.0,
71,Inthree Access,Series A,4000000.0,Chennai,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,2018,Undisclosed,Consumer Services,2018.0,
72,BUGWORKS Research India,Series A,9000000.0,Bangalore,BUGWORKS is a drug discovery company.,2018,Undisclosed,Healthcare,2018.0,
73,Guardian.in,Seed funding,567354.0,Mumbai,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,2018,Undisclosed,Automotive,2018.0,
74,PrestLoans,Seed funding,100000.0,Delhi,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",2018,Undisclosed,FinTech,2018.0,
75,Wimoxez,Seed funding,20000.0,Hyderabad,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",2018,Undisclosed,IT & Technology,2018.0,
76,India Accelerator,Seed funding,567354.0,Gurugram,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,2018,Undisclosed,Education,2018.0,
77,HappyEMI,Seed funding,1000000.0,Bangalore,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,2018,Undisclosed,FinTech,2018.0,
78,Wishup,Seed funding,567354.0,Azadpur,Premium Personal Assistance service,2018,Undisclosed,Consumer Services,2018.0,
79,Hansel.io,Series A,4000000.0,Bangalore,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",2018,Undisclosed,IT & Technology,2018.0,
80,Propelld,Seed funding,250000.0,Bangalore,Propelld is a student education financing platform.,2018,Undisclosed,FinTech,2018.0,
81,PivotRoots,Series A,567354.0,Mumbai,Digital Marketing powered by Data & Technology; fueled by Design thinking,2018,Undisclosed,Consumer Services,2018.0,
82,ZiffyHomes,Seed funding,120000.0,Delhi,ZiffyHomes is a technology driven marketplace to find out home on rent.,2018,Undisclosed,Logistics,2018.0,
83,Carmesi,Seed funding,497003.0,Gurugram,Carmesi is a brand of high-end menstrual-hygiene products in India.,2018,Undisclosed,Automotive,2018.0,
84,OckyPocky,Seed funding,567354.0,Haryana,OckyPocky is a interactive and personalised language learning app for preschool kids.,2018,Undisclosed,Gaming,2018.0,
85,Racetrack,Seed funding,4999269.0,Bangalore,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",2018,Undisclosed,Media/Entertainment,2018.0,
86,WHR,Seed funding,143145.0,Pune,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",2018,Undisclosed,Automotive,2018.0,
87,Asteria Aerospace,Seed funding,567354.0,Bangalore,Asteria Aerospace is a robotics and artificial intelligence company.,2018,Undisclosed,IT & Technology,2018.0,
88,FabAlley,Series B,8770647.0,Noida,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",2018,Undisclosed,Lifestyle,2018.0,
89,Tranzmeo,Pre-Seed funding,567354.0,Cochin,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,2018,Undisclosed,Automotive,2018.0,
90,SBI Life,Private Equity,742000000.0,Mumbai,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,2018,Undisclosed,Finance,2018.0,
91,Studds Accessories,Private Equity,14617745.0,Faridabad,Studds Accessories is a scooter accessories service provider in India,2018,Undisclosed,E-Commerce,2018.0,
92,Design Cafe,Series B,29235491.0,Bangalore,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",2018,Undisclosed,Real Estate,2018.0,
93,NoPaperForms Solutions Pvt. Ltd.,Series B,3980000.0,Delhi,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",2018,Undisclosed,Education,2018.0,
94,Rays Power Infra,Series A,29235491.0,Jaipur,Rays Power Infra is a leading integrated Solar Power Company.,2018,Undisclosed,Energy,2018.0,
95,AuthMetrik,Seed funding,10000.0,Gurugram,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",2018,Undisclosed,E-Commerce,2018.0,
96,Khidki,Seed funding,567354.0,Bangalore,Vernacular Social Network Focused on Town Level Content and Interactions,2018,Undisclosed,IT & Technology,2018.0,
97,LetsTransport,Series B,14617745.0,Bangalore,Lets transport is a logistics solution provider.,2018,Undisclosed,Logistics,2018.0,
98,Next Digital Solutions,Seed funding,1461.0,Kota,Next Digital Solutions is website design & Digital Marketing development company.,2018,Undisclosed,Marketing,2018.0,
99,Portea Medical,Series A,3654436.0,Bangalore,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,2018,Undisclosed,Automotive,2018.0,
100,Aavas Financiers,Post-IPO Debt,29235491.0,Jaipur,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",2018,Undisclosed,Finance,2018.0,
101,Swiggy,Series H,1000000000.0,Bangalore,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,2018,Undisclosed,Consumables,2018.0,
102,Milkbasket,Series A,7000000.0,Haryana,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",2018,Undisclosed,Consumables,2018.0,
103,Nutrisattva (Proliva),Seed funding,567354.0,Anand,Nutrisattva is a protein innovation compan,2018,Undisclosed,Consumables,2018.0,
104,Toppr,Series C,35000000.0,Mumbai,Toppr.com is an online preparation platform for entrance exams in India.,2018,Undisclosed,Education,2018.0,
105,Jagaran Microfin,Series A,8039760.0,Kolkata,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,2018,Undisclosed,Finance,2018.0,
106,Vivriti Capital,Series A,28500000.0,Chennai,Vivriti Capital is an online platform for institutional debt in India.,2018,Undisclosed,Finance,2018.0,
107,Be U Salons,Seed funding,438532.0,Delhi,Be U is India's first subscription based Salon Chain.,2018,Undisclosed,Consumer Services,2018.0,
108,Impact Guru,Series A,2000000.0,Mumbai,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",2018,Undisclosed,Automotive,2018.0,
109,MobiKwik,Series E,3508259.0,Gurugram,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,2018,Undisclosed,FinTech,2018.0,
110,Stones2Milestones,Seed funding,567354.0,Gurugram,Stones2milestones is a Gurgaon Based Learning Company.,2018,Undisclosed,Education,2018.0,
111,Generico,Series A,567354.0,Mumbai,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,2018,Undisclosed,Automotive,2018.0,
112,Adiuvo Diagnostics,Seed funding,567354.0,Chennai,Adiuvo Diagnostics is a medical diagnostic device company based in India.,2018,Undisclosed,Healthcare,2018.0,
113,DataTrained,Seed funding,1754129.0,Bangalore,"DataTrained is a educational platform, which operates an ed-tech startup on data science",2018,Undisclosed,Education,2018.0,
114,OneAssist,Series A,2400000.0,Mumbai,OneAssist is a protection & assistance services platform.,2018,Undisclosed,Finance,2018.0,
115,Satin Creditcare Network Limited (SCNL),Post-IPO Debt,30000000.0,Delhi,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,2018,Undisclosed,Finance,2018.0,
116,APAC Financial Services,Private Equity,36544364.0,Mumbai,APAC Financial Services is a financial services platform.,2018,Undisclosed,Finance,2018.0,
117,Moglix,Series C,23000000.0,Noida,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",2018,Undisclosed,E-Commerce,2018.0,
118,SEDEMAC Mechatronics,Series A,567354.0,Mumbai,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,2018,Undisclosed,Energy,2018.0,
119,MadGuy Labs,Series A,150000.0,Hyderabad,MadGuy Labs is a Online Test-prep Platform.,2018,Undisclosed,Education,2018.0,
120,Dee Dee Labs,Seed funding,567354.0,Pune,Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,2018,Undisclosed,Automotive,2018.0,
121,FLEECA,Seed funding,567354.0,Jaipur,FLEECA is a Tyre Care Provider company.,2018,Undisclosed,Automotive,2018.0,
122,Shop101,Series B,11000000.0,Mumbai,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,2018,Undisclosed,E-Commerce,2018.0,
123,FeedMyPockets,Seed funding,643180.0,Bangalore,On Demand Staffing Platform,2018,Undisclosed,Marketing,2018.0,
124,Housejoy,Series B,3240000.0,Bangalore,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,2018,Undisclosed,Wellness/Beauty,2018.0,
125,Ambee,Seed funding,567354.0,Bangalore,Ambee is an Environment analytics startup.,2018,Undisclosed,Automotive,2018.0,
126,FoodBuddy,Seed funding,877064.0,Belgaum,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",2018,Undisclosed,Consumables,2018.0,
127,Ninjacart,Series B,36544364.0,Bangalore,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,2018,Undisclosed,E-Commerce,2018.0,
128,Olly Smart Credit Card,Seed funding,567354.0,Delhi,Olly is a digital credit card for India's working masses and young people.,2018,Undisclosed,Automotive,2018.0,
129,Zestl,Seed funding,567354.0,Pune,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",2018,Undisclosed,IT & Technology,2018.0,
130,BYJU’S,Private Equity,540000000.0,Bangalore,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,2018,Undisclosed,Education,2018.0,
131,Wakefit,Series A,9501534.0,Bangalore,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,2018,Undisclosed,Consumer Services,2018.0,
132,Hero Electric,Series A,23388393.0,Delhi,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",2018,Undisclosed,Manufacture,2018.0,
133,Pentation Analytics,Seed funding,567354.0,Mumbai,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,2018,Undisclosed,FinTech,2018.0,
134,PerkFinance,Seed funding,900000.0,Bangalore,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,2018,Undisclosed,FinTech,2018.0,
135,Roposo,Series C,10000000.0,Gurugram,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,2018,Undisclosed,Media/Entertainment,2018.0,
136,Plum Goodness,Series A,567354.0,Thane,Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,2018,Undisclosed,Automotive,2018.0,
137,Drstore,Seed funding,567354.0,Mumbai,Drstore is a exclusive e- commerce platform.,2018,Undisclosed,Healthcare,2018.0,
138,Wow Venue,Series A,1500000.0,Mumbai,Wow Venue is an online platform.,2018,Undisclosed,Other,2018.0,
139,Chizel,Seed funding,567354.0,Pune,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,2018,Undisclosed,Manufacture,2018.0,
140,OTO Capital,Seed funding,730887.0,Mumbai,OTO Capital is a platform that allows you to own a car faster than ever.,2018,Undisclosed,Automotive,2018.0,
141,Boodmo,Seed funding,1023242.0,Gurugram,boodmo.com - large online marketplace for auto parts in India.,2018,Undisclosed,Consumer Services,2018.0,
142,Khabri,Seed funding,567354.0,Haryana,Khabri is a digital audio platform for content in vernacular.,2018,Undisclosed,IT & Technology,2018.0,
143,MyNewCar.in,Series A,1000000.0,Gurugram,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,2018,Undisclosed,Automotive,2018.0,
144,HalaPlay Technologies,Series A,5000000.0,Bangalore,A daily fantasy sports platform.,2018,Undisclosed,Gaming,2018.0,
145,PlanetSpark,Seed funding,233883.0,Gurugram,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,2018,Undisclosed,Education,2018.0,
146,WheelsEMI,Series B,14000000.0,Pune,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",2018,Undisclosed,Automotive,2018.0,
147,Forum for Innovation Incubation Research and Entrepreneurship,Seed funding,1498318.0,Margão,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",2018,Undisclosed,Other,2018.0,
148,OYO,Series E,100000000.0,Gurugram,OYO is an Indian hospitality startup that operates a network of budget hotels.,2018,Undisclosed,Hospitality,2018.0,
149,Quikr,Series A,8039760.0,Bangalore,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",2018,Undisclosed,Logistics,2018.0,
150,Tabono,Seed funding,567354.0,Gurugram,Tabono is a one stop environment for all your fitness solution.,2018,Undisclosed,Gaming,2018.0,
151,LearnApp,Seed funding,292354.0,Noida,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",2018,Undisclosed,Education,2018.0,
152,Shopkirana,Series A,2000000.0,Indore,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,2018,Undisclosed,Consumer Services,2018.0,
153,Fric Bergen,Series A,567354.0,Alwar,Fric Bergen is a leader in the specialty food industry.,2018,Undisclosed,Consumables,2018.0,
154,Articbot,Seed funding,17541.0,Kannur,Articbot is a conversational AI platform for automated customer support and lead generation,2018,Undisclosed,IT & Technology,2018.0,
155,BuildSupply,Series A,3654436.0,Gurugram,India’s most advanced ERP system for the real estate,2018,Undisclosed,Real Estate,2018.0,
156,Fusion Microfinance,Series E,76012278.0,Delhi,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,2018,Undisclosed,Finance,2018.0,
157,Any time Doctor,Seed funding,567354.0,Chennai,Anytime Doctor is a Software company.,2018,Undisclosed,IT & Technology,2018.0,
158,Go Payments,Corporate Round,567354.0,Mumbai,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,2018,Undisclosed,IT & Technology,2018.0,
159,Guiddoo World,Seed funding,800000.0,Mumbai,We build In-Destination Experiences!,2018,Undisclosed,Logistics,2018.0,
160,ION Energy,Series A,1041000.0,Mumbai,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,2018,Undisclosed,Energy,2018.0,
161,UnoTag,Pre-Seed funding,100000.0,Bangalore,SaaS to verify counterfeit,2018,Undisclosed,IT & Technology,2018.0,
162,CivilCops,Pre-Seed funding,100000.0,Gurugram,Gov-Tech,2018,Undisclosed,IT & Technology,2018.0,
163,Rockmetric,Seed funding,567354.0,Mumbai,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",2018,Undisclosed,IT & Technology,2018.0,
164,Classworks India,Undisclosed,1461.0,Chennai,"Saas, Web App, Mobile App, School Education",2018,Undisclosed,Education,2018.0,
165,Snapmint,Seed funding,567354.0,Mumbai,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",2018,Undisclosed,Consumer Services,2018.0,
166,artbandhu,Pre-Seed funding,15000.0,Bangalore,Ai platform for Art and Creative Community,2018,Undisclosed,Media/Entertainment,2018.0,
167,Survaider,Seed funding,500000.0,Bangalore,Stethoscope for customer feedback !,2018,Undisclosed,Marketing,2018.0,
168,Credy,Seed funding,1400000.0,Bangalore,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,2018,Undisclosed,FinTech,2018.0,
169,iChamp,Seed funding,5000000.0,Gurugram,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,2018,Undisclosed,Education,2018.0,
170,Qandle,Seed funding,1200000.0,Gurugram,A cloud-based HR management and employee engagement platform.,2018,Undisclosed,IT & Technology,2018.0,
171,Avishkaar Box,Seed funding,730887.0,Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",2018,Undisclosed,Education,2018.0,
172,Gegadyne Energy,Seed funding,567354.0,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2018,Undisclosed,Energy,2018.0,
173,HyperXchange,Series A,1000000.0,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2018,Undisclosed,E-Commerce,2018.0,
174,Deftouch,Seed funding,567354.0,Bangalore,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2018,Undisclosed,IT & Technology,2018.0,
175,Doodhwala,Seed funding,2200000.0,Bangalore,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2018,Undisclosed,Consumables,2018.0,
176,DronaHQ,Seed funding,500000.0,Mumbai,DronaHQ is an enterprise mobile engagement platform.,2018,Undisclosed,IT & Technology,2018.0,
177,FastFox,Series A,1461774.0,Gurugram,FastFox: Market Network for Home Rentals (India),2018,Undisclosed,Logistics,2018.0,
178,BuyForexOnline,,2000000.0,Bangalore,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2018,Undisclosed,Logistics,2018.0,
179,Colive.in,Seed funding,1800000.0,Bangalore,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2018,Undisclosed,Consumer Services,2018.0,
180,Agricxlab Private Limited,Seed funding,500000.0,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,2018,Undisclosed,E-Commerce,2018.0,
181,Corefactors,Seed funding,567354.0,Bangalore,"Corefactors is a leading campaign management, business communication and analytics company.",2018,Undisclosed,Finance,2018.0,
182,Fincash.com,Seed funding,150000.0,Mumbai,A startup in the personal finance space in India .,2018,Undisclosed,Other,2018.0,
